,id,symbol,name
3585,goldblocks,gb,GoldBlocks
3586,gold-cash,gold,Gold Cash
3587,goldcoin,glc,Goldcoin
3588,gold-coin-reserve,gcr,Gold Coin Reserve
3589,golden-bridge-coin,gbc,Golden Bridge Coin
3590,golden-doge,gdoge,Golden Doge
3591,golden-goose,gold,Golden Goose
3592,golden-ratio-coin,goldr,Golden Ratio Coin
3593,golden-ratio-token,grt,Golden Ratio Token
3594,golden-token,gold,Golden Token
3595,goldenugget,gnto,GoldeNugget
3596,golder-coin,gldr,Golder Coin
3597,goldfarm,gold,GoldFarm
3598,goldfinx,gix,GoldFinX
3599,goldfund-ico,gfun,GoldFund
3600,goldkash,xgk,GoldKash
3601,gold-mining-members,gmm,Gold Mining Members
3602,goldmint,mntp,Goldmint
3603,goldmoney,gdm,Goldmoney
3604,goldnero,gldx,Goldnero
3605,gold-pegas,gdp,Gold Pegas
3606,goldpieces,gp,GoldPieces
3607,gold-poker,gpkr,Gold Poker
3608,gold-secured-currency,gsx,Gold Secured Currency
3609,golem,glm,Golem
3610,golff,gof,Golff
3611,golfrochain,golf,Golfrochain
3612,goma-finance,goma,GOMA Finance
3613,gomics,gom,Gomics
3614,gomining-token,gmt,GoMining Token
3615,gomoney2,gom2,GoMoney2
3616,gondola-finance,gdl,Gondola Finance
3617,gonetwork,got,GoNetwork
3618,gooddollar,$G,GoodDollar
3619,good-token,good,Good Token
3620,goonrich,goon,GoonRich
3621,goose-finance,egg,Goose Finance
3622,gorilla-diamond,gdt,Gorilla Diamond
3623,gorilla-fi,g-fi,Gorilla-Fi
3624,gorillayield,yape,GorillaYield
3625,gossipcoin,goss,GOSSIP-Coin
3626,goswapp,gofi,GoSwapp
3627,gotogods,ogods,GOTOGODS
3628,gourmetgalaxy,gum,Gourmet Galaxy
3629,governance-zil,gzil,governance ZIL
3630,governor-dao,gdao,Governor DAO
3631,govi,govi,Govi
3632,gowithmi,gmat,GoWithMi
3633,goya-giant-token,artg,Goya Giant Token
3634,goztepe-s-k-fan-token,goz,Göztepe S.K. Fan Token
3635,gpu-coin,gpu,GPU Coin
3636,grabity,gbt,Grabity
3637,grace-period-token,gpt,Grace Period Token
3638,grafenocoin-2,gfnc,GrafenoCoin
3639,grafsound,gsmt,Grafsound
3640,graft-blockchain,grft,Graft Blockchain
3641,grain-token,grain,Grain
3642,gram,gram,OpenGram
3643,grandma-doge,gdoge,Grandma Doge
3644,grandpa-doge,grandpadoge,Grandpa Doge
3645,grandpa-fan,fyy,GrandPa Fan
3646,grapefruit-coin,grpft,Grapefruit Coin
3647,grap-finance,grap,Grap Finance
3648,graphlinq-protocol,glq,GraphLinq Protocol
3649,graviocoin,gio,Graviocoin
3650,graviton,gton,Graviton
3651,gravity,gzro,Gravity
3652,gravitycoin,gxx,GravityCoin
3653,gravity-finance,gfi,Gravity Finance
3654,grearn,gst,GrEarn
3655,great-ape,greatape,Great Ape
3656,greencandles,green,GreenCandles
3657,greencoin,gre,Greencoin
3658,green-dildo-finance,gdildo,Green Dildo Finance
3659,greenheart-cbd,cbd,Greenheart CBD
3660,green-light,gl,Green Light
3661,greenmars,greenmars,GreenMars
3662,greenpay-coin,gpc,GreenPay Coin
3663,green-shiba-inu,ginux,Green Shiba Inu
3664,greentrust,gnt,GreenTrust
3665,green-world,grew,Green World
3666,grey-token,grey,Grey Token
3667,gric,gc,Gric Coin
3668,grid,grid,GridPlus
3669,gridcoin-research,grc,Gridcoin
3670,grimm,grimm,Grimm
3671,grin,grin,Grin
3672,groestlcoin,grs,Groestlcoin
3673,grom,gr,GROM
3674,groovy-finance,gvy,Groovy Finance
3675,growers-international,grwi,GrowersCoin
3676,growing-fi,grow,Growing.fi
3677,growthcoin,grw,GrowthCoin
3678,growth-defi,gro,GROWTH DeFi
3679,growth-root,groot,Growth Root
3680,grow-token-2,grow,Grow Token
3681,grpl-finance-2,grpl,GRPL Finance
3682,gsenetwork,gse,GSENetwork
3683,gsmcoin,gsm,GSMcoin
3684,gspi,gspi,Shopping.io Governance
3685,gstcoin,gst,GSTCOIN
3686,gt-star-token,gts,GT STAR Token
3687,guapcoin,guap,Guapcoin
3688,guarded-ether,geth,Guarded Ether
3689,guider,gdr,Guider
3690,gulag-token,gulag,Gulag Token
3691,gulden,nlg,Gulden
3692,gulf-bits-coin,gbt,Gulf Bits Coin
3693,gulf-coin-gold,gcg,Gulf Coin Gold
3694,guncoin,gun,Guncoin
3695,gunthy,gunthy,GUNTHY
3696,gusd-token,gusdt,Global Utility Smart Digital Token
3697,guss-one,guss,GUSS.ONE
3698,gxchain,gxc,GXChain
3699,gya,gya,GYA
3700,gyen,gyen,GYEN
3701,h3x,h3x,H3X
3702,habitat,hbt,Habitat
3703,habits,hbx,Habits
3704,hacash,hac,Hacash
3705,hachikoinu,inu,Hachiko Inu Token
3706,hachiko-inu,hachiko,Hachiko Inu
3707,hackenai,hai,Hacken Token
3708,hackspace-capital,hac,Hackspace Capital
3709,hakka-finance,hakka,Hakka Finance
3710,hakuna-metata,tata,Hakuna Matata
3711,halalchain,hlc,HalalChain
3712,halcyon,hal,Halcyon
3713,halo-platform,halo,Halo Platform
3714,halving-coin,halv,Halving
3715,hamaru,maru,Hamaru
3716,hamster,ham,Hamster
3717,hamtaro,hamtaro,Hamtaro
3718,hanacoin,hana,Hanacoin
3719,handshake,hns,Handshake
3720,hanu-yokia,hanu,Hanu Yokia
3721,hanzo-inu,hnzo,Hanzo Inu
3722,hapi,hapi,HAPI
3723,happiness,hpns,Happiness
3724,happiness-token,hps,Happiness Token
3725,happy-birthday-coin,hbdc,Happy Birthday Coin
3726,happycoin,happy,HappyCoin
3727,hapy-coin,hapy,HAPY Coin
3728,hara-token,hart,Hara Token
3729,harcomia,hca,Harcomia
3730,hardcore-finance,hcore,Hardcore Finance
3731,hard-protocol,HARD,HARD Protocol
3732,hardware-chain,hdw,Hardware Chain
3733,hare-token,hare,Hare Token
3734,harmony,one,Harmony
3735,harmonycoin,hmc,HarmonyCoin
3736,haroldcoin,hrld,Haroldcoin
3737,harold-coin,harold,Harold Coin
3738,harrison-first,FIRST,Harrison First
3739,harta-tech,harta,Harta Tech
3740,harvest-finance,farm,Harvest Finance
3741,hashbit,hbit,HashBit
3742,hash-bridge-oracle,hbo,Hash Bridge Oracle
3743,hashbx,hbx,HashBX
3744,hashcoin,hsc,HashCoin
3745,hashgard,gard,Hashgard
3746,hashnet-biteco,hnb,HashNet BitEco
3747,hashpanda,panda,HashPanda
3748,hash-pot,hpot,Hash Pot
3749,hashshare,hss,Hashshare
3750,hash-token,hash,Hash Token
3751,hatch,hatch,Hatch
3752,hatch-dao,hatch,Hatch DAO
3753,hathor,htr,Hathor
3754,hauteclere-shards-2,haut,Hauteclere Shards
3755,haven,xhv,Haven
3756,havens-nook,hxn,Havens Nook
3757,haven-token,haven,Haven Token
3758,havven,snx,Synthetix Network Token
3759,havy-2,havy,Havy
3760,hawaii-coin,hwi,Hawaii Coin
3761,hawkdex,hawk,HawkDex
3762,haze-finance,haze,Haze Finance
3763,hazza,haz,Hazza
3764,hbtc-token,hbc,HBTC Captain Token
3765,hdac,hdac,HDAC
3766,hdpunk-vault-nftx,hdpunk,HDPUNK Vault (NFTX)
3767,hdt,hdt,HDT
3768,healing-plus,hp,Healing Plus
3769,healing-potion,hppot,Healing Potion
3770,health-care-coin,hcc,Health Care Coin
3771,healthchainus,hcut,HealthChainUS
3772,health-token,helth,Health Token
3773,heartbout,hb,HeartBout
3774,heartbout-pay,hp,HeartBout Pay
3775,heartnumber,htn,Heart Number
3776,heavens-gate,hate,Heavens Gate
3777,hebeblock,hebe,Hebeblock
3778,hecofi,hfi,HecoFi
3779,heco-origin-token,hogt,Heco Origin Token
3780,hedera-hashgraph,hbar,Hedera Hashgraph
3781,hedge4-ai,hejj,Hedge4.AI
3782,hedget,hget,Hedget
3783,hedge-tech-governance,htg,Hedge Tech Governance
3784,hedgetrade,hedg,HedgeTrade
3785,hedpay,hdp.ф,HEdpAY
3786,hegic,hegic,Hegic
3787,heidi,hdi,HEIDI
3788,helex-token,hlx,Helex
3789,helgro,hgro,Helgro
3790,helicopter-finance,copter,Helicopter Finance
3791,helio,hlo,Helio
3792,helio-power-token,thpt,HELIO POWER TOKEN
3793,helios-cash,heo,Helios Cash
3794,helium,hnt,Helium
3795,helix,hlix,Helix
3796,helleniccoin,hnc,HNC Coin
3797,hellfire,hfire,HellFire
3798,hellogold,hgt,HelloGold
3799,helmet-insure,helmet,Helmet Insure
3800,help-coin,hlp,HLP Token
3801,help-coins,hcs,Help Coins
3802,helper-search-token,hsn,Helper Search Token
3803,helpico,help,Helpico
3804,help-the-homeless-coin,hth,Help The Homeless Coin
3805,help-token,help,GoHelpFund
3806,hempcoin-thc,thc,Hempcoin
3807,hepa-finance,hepa,Hepa Finance
3808,heptafranc,hptf,HEPTAFRANC
3809,herbalist-token,herb,Herbalist Token
3810,hermez-network-token,hez,Hermez Network
3811,hero,hero,HERO
3812,herocoin,play,HEROcoin
3813,hero-node,her,Hero Node Token
3814,hero-token,raise,Raise Token
3815,hertz-network,htz,Hertz Network
3816,herum,ram,Herum
3817,hex,hex,HEX
3818,hex-money,hxy,HXY Money
3819,hey-bitcoin,hybn,HEY-BITCOIN
3820,hgh-token,hgh,HGH Token
3821,hiblocks,hibs,Hiblocks
3822,hicoin,xhi,HiCoin
3823,hidden-coin,hdn,Hidden Coin
3824,higamecoin,hgc,HiGameCoin
3825,high-performance-blockchain,hpb,High Performance Blockchain
3826,hilux,hlx,Hilux
3827,hina-inu,hina,Hina Inu
3828,hintchain,hint,Hintchain
3829,hippo-finance,hippo,HippoFinance
3830,hippo-token,hip,Hippo Token
3831,hirevibes,hvt,HireVibes
3832,historia,hta,Historia
3833,hitbtc-token,hit,HitBTC Token
3834,hitchain,hit,HitChain
3835,hitcoin,htc,Hitcoin
3836,hithotx,hitx,Hithotx
3837,hive,hive,Hive
3838,hive_dollar,HBD,Hive Dollar
3839,hiveterminal,hvn,Hiveterminal token
3840,hiz-finance,hiz,Hiz Finance
3841,hland-token,hland,HLand Token
3842,hl-chain,hl,HL Chain
3843,hobonickels,hbn,Hobonickels
3844,hodl,hodl,HODL
3845,hodlcoin,hodl,HOdlcoin
3846,hodlearn,hodl,Hodlearn
3847,hodl-token,hodl,HODL 2.0
3848,hodltree,htre,HodlTree
3849,hodooi.com,hod,HoDooi.com
3850,hoge-finance,hoge,Hoge Finance
3851,hogl-finance,hogl,HOGL Finance
3852,hokkaidu-inu,hokk,Hokkaidu Inu
3853,holdefi,hld,Holdefi
3854,holder-finance,hfi,Holder Finance
3855,holderswap,hfs,HolderSwap
3856,holdtowin,7add,Holdtowin
3857,holiday-chain,hcc,Holiday Chain
3858,holistic-btc-set,tcapbtcusdc,Holistic BTC Set
3859,holistic-eth-set,tcapethdai,Holistic ETH Set
3860,hollaex-token,xht,HollaEx Token
3861,hollygold,hgold,HollyGold
3862,holotoken,hot,Holo
3863,holydoge,hdoge,HolyDoge
3864,holyheld,holy,Holyheld (OLD)
3865,holyheld-2,move,Mover
3866,holy-trinity,holy,Holy Trinity
3867,home-coin,home,Home Coin
3868,homeros,hmr,Homeros
3869,homihelp,homi,HOMIHELP
3870,hom-token,homt,HOM Token
3871,hondaiscoin,hndc,HondaisCoin
3872,honest-mining,hnst,Honest
3873,honey,hny,Honey
3874,honeycomb-2,honey,Honeycomb
3875,honk-honk,honk,Honk Honk
3876,honor-token,honor,Honor Token
3877,hoodrat-finance,hoodrat,Hoodrat Finance
3878,hoo-token,hoo,Hoo Token
3879,hope-token,hope,Hope Token
3880,hoppy,hop,HOPPY
3881,hopr,hopr,HOPR
3882,hoqu,hqx,HOQU
3883,hora,hora,HORA Token
3884,hord,hord,Hord
3885,horizondollar,hzd,Horizon Dollar
3886,horizon-protocol,hzn,Horizon Protocol
3887,horuspay,horus,HorusPay
3888,hospital-coin,hosp,Hospital Coin
3889,hotbit-token,htb,Hotbit Token
3890,hot-cross,hotcross,Hot Cross
3891,hot-doge,hotdoge,HotDoge
3892,hotdollars-token,hds,HotDollars Token
3893,hotnow,hot,HotNow
3894,hotpot-base-token,pot,Hotpot Base Token
3895,howdoo,udoo,Hyprr (Howdoo)
3896,hplus,hplus,HPLUS
3897,hrd,hrd,Hoard Token
3898,hrdcoin,hrd,HRDcoin
3899,hshare,hc,HyperCash
3900,htm,htm,HTM
3901,htmlcoin,html,HTMLCOIN
3902,htmoon,htmoon,HTMoon
3903,hubdao,hd,HubDao
3904,hubii-network,hbt,Hubii Network
3905,hub-token,hub,Hub Token
3906,hue,hue,Hue
3907,hugo-finance,hugo,Hugo Finance
3908,humancoin-2,hmnc,HumanCoin
3909,humaniq,hmq,Humaniq
3910,human-protocol,hmt,HUMAN Protocol
3911,humanscape,hum,Humanscape
3912,hummingbird-finance,hmng,Hummingbird Finance
3913,hungarian-vizsla-inu,hvi,Hungarian Vizsla Inu
3914,hungrybear,hungry,HungryBear
3915,hunt-token,hunt,HUNT
3916,huobi-bitcoin-cash,hbch,Huobi Bitcoin Cash
3917,huobi-btc,hbtc,Huobi BTC
3918,huobi-ethereum,heth,Huobi Ethereum
3919,huobi-fil,hfil,Huobi Fil
3920,huobi-litecoin,hltc,Huobi Litecoin
3921,huobi-polkadot,hdot,Huobi Polkadot
3922,huobi-pool-token,hpt,Huobi Pool Token
3923,huobi-token,ht,Huobi Token
3924,hupayx,hpx,HUPAYX
3925,huplife,hup,HUP.LIFE
3926,hurify,hur,Hurify
3927,hurricane,hurricane,Hurricane
3928,husd,husd,HUSD
3929,hush,hush,Hush
3930,husky,husky,Husky
3931,huskyshiba,hshiba,HuskyShiba
3932,hustle-token,husl,Hustle Token
3933,hut34-entropy,entrp,Hut34 Entropy
3934,hxro,hxro,Hxro
3935,hybrid-bank-cash,hbc,Hybrid Bank Cash
3936,hybrix,hy,Hybrix
3937,hycon,hyc,Hycon
3938,hydra,hydra,Hydra
3939,hydradx,xhdx,HydraDX
3940,hydra-token,hyd,Hydraledger
3941,hydro,hydro,Hydro
3942,hydro-protocol,hot,Hydro Protocol
3943,hygenercoin,hg,Hygenercoin
3944,hymnode,hnt,Hymnode
3945,hype,hype,Hype
3946,hype-bet,hypebet,Hype.Bet
3947,hypeburn,hburn,HypeBurn
3948,hype-finance,hype,Hype Finance
3949,hyperalloy,alloy,HyperAlloy
3950,hyperburn,hypr,HyperBurn
3951,hyperchain-x,hyper,HyperChain X
3952,hyper-credit-network,hpay,Hyper Credit Network
3953,hyperdao,hdao,HyperDAO
3954,hyper-deflate,hdfl,Hyper Deflate
3955,hyperexchange,hx,HyperExchange
3956,hyper-finance,hyfi,Hyper Finance
3957,hyperion,hyn,Hyperion
3958,hyper-meteor,hymeteor,Hyper Meteor
3959,hyper-pay,hpy,Hyper Pay
3960,hyperquant,hqt,HyperQuant
3961,hypersign-identity-token,hid,Hypersign Identity Token
3962,hyper-speed-network,hsn,Hyper Speed Network
3963,hyperstake,hyp,HyperStake
3964,hyper-vault-nftx,hyper,HYPER Vault (NFTX)
3965,hyruleswap,rupee,HyruleSwap
3966,hyve,hyve,Hyve
3967,i0coin,i0c,I0Coin
3968,i9-coin,i9c,i9 Coin
3969,i9x-coin,i9x,i9X Coin
3970,iab,iab,IAB
3971,iagon,iag,Iagon
3972,iai-token,iai,IAI Token
3973,ibank,ibank,iBank
3974,ibetyou,iby,iBetYou
3975,ibex,ibex,IBEX
3976,ibithub,ibh,iBitHub
3977,ibnb-2,ibnb,iBNB
3978,ibtc,iBTC,iBTC
3979,icarus-finance,ica,Icarus Finance
3980,icebreak-r,icebrk,IceBreak-R
3981,ice-token,ice,Popsicle Finance
3982,ichi-farm,ichi,ICHI
3983,icicb-coin,icicb,ICICB Coin
3984,icolcoin,icol,Icolcoin
3985,icon,icx,ICON
3986,iconiq-lab-token,icnq,Iconic Token
3987,idavoll-network,idv,Idavoll Network
3988,ideachain,ich,IdeaChain
3989,idealcash,deal,IdealCash
3990,ideaology,idea,Ideaology
3991,idena,iDNA,Idena
3992,idextools,dext,DexTools
3993,idk,idk,IDK
3994,idle,idle,IDLE
3995,idle-dai-risk-adjusted,idleDAISafe,IdleDAI (Risk Adjusted)
3996,idle-dai-yield,idleDAIYield,IdleDAI (Best Yield)
3997,idle-susd-yield,idleSUSDYield,IdleSUSD (Yield)
3998,idle-tusd-yield,idleTUSDYield,IdleTUSD (Best Yield)
3999,idle-usdc-risk-adjusted,idleUSDCSafe,IdleUSDC (Risk Adjusted)
4000,idle-usdc-yield,idleUSDCYield,IdleUSDC (Yield)
4001,idle-usdt-risk-adjusted,IdleUSDTSafe,IdleUSDT (Risk Adjusted)
4002,idle-usdt-yield,idleUSDTYield,IdleUSDT (Yield)
4003,idle-wbtc-yield,idleWBTCYield,IdleWBTC (Best Yield)
4004,idl-token,idl,IDL Token
4005,idot,idot,iDOT
4006,ieos,ieos,iEOS
4007,ieth,ieth,iETH
4008,iethereum,ieth,iEthereum
4009,iexec-rlc,rlc,iExec RLC
4010,ifarm,ifarm,iFARM
4011,iftoken,ift,IFToken
4012,ifx24,ifx24,IFX24
4013,ig-gold,igg,IG Gold
4014,ignis,ignis,Ignis
4015,ignite,ign,Ignite
4016,ignition,ic,Ignition
4017,igtoken,ig,IGToken
4018,iht-real-estate-protocol,iht,IHT Real Estate Protocol
4019,ijascoin,ijc,IjasCoin
4020,ikomp,ikomp,IKOMP
4021,ilcoin,ilc,ILCOIN
4022,ilgon,ilg,ILGON
4023,illuvium,ilv,Illuvium
4024,imagecash,imgc,ImageCash
4025,imagecoin,img,ImageCoin
4026,imbtc,imbtc,imBTC
4027,ime-lab,lime,iMe Lab
4028,imm,imm,IMM
4029,imo,imo,IMO
4030,impermax,imx,Impermax
4031,impleum,impl,Impleum
4032,impossible-finance,if,Impossible Finance
4033,improved-bitcoin,iBTC,Improved Bitcoin
4034,impulse-by-fdr,impulse,Impulse By FDR
4035,impulseven,ven,ImpulseVen
4036,ims-wallet,ims,IMSWallet
4037,imusd,imusd,imUSD
4038,inari,inari,Inari
4039,incakoin,nka,IncaKoin
4040,incent,incnt,Incent
4041,incoin,in,InCoin
4042,indahash,idh,indaHash
4043,index-chain,IDX,Index Chain
4044,index-cooperative,index,Index Cooperative
4045,indexed-finance,ndx,Indexed Finance
4046,indorse,ind,Indorse
4047,infchain,inf,InfChain
4048,infinitecoin,ifc,Infinitecoin
4049,infinitee,inftee,Infinitee
4050,infinite-ricks,rick,Infinite Ricks
4051,infinito,inft,Infinito
4052,infinity-economics,xin,Infinity Economics
4053,infinity-esaham,infs,Infinity Esaham
4054,infinity-pad,ipad,Infinity Pad
4055,infinity-protocol-bsc,infinity,Infinity Protocol BSC
4056,infinium,inf,Infinium
4057,inflationcoin,iflt,InflationCoin
4058,inflex-finance,inflex,Inflex Finance
4059,influencer-doge,idoge,Influencer Doge
4060,influxcoin,infx,Influxcoin
4061,infocoin,info,INFOCoin
4062,injective-protocol,inj,Injective Protocol
4063,ink,ink,Ink
4064,ink-protocol,xnk,Ink Protocol
4065,inlock-token,ilk,INLOCK
4066,inmax,inx,InMax
4067,inmediate,dit,Direct Insurance Token
4068,innova,inn,Innova
4069,innovaminex,minx,InnovaMinex
4070,innovation-blockchain-payment,IBP,Innovation Blockchain Payment
4071,innovative-bioresearch,innbc,Innovative Bioresearch Coin
4072,innovativebioresearchclassic,innbcl,InnovativeBioresearchClassic
4073,ino-coin,ino,Ino Coin
4074,inoovi,ivi,Inoovi
4075,inrtoken,inrt,INRToken
4076,ins3-finance-coin,itf,Ins3.Finance Coin
4077,insanecoin,insn,INSaNe
4078,insight-chain,inb,Insight Chain
4079,insight-protocol,inx,Insight Protocol
4080,insights-network,instar,INSTAR
4081,instadapp,inst,Instadapp
4082,insula,isla,Insula
4083,insurace,insur,InsurAce
4084,insure,sure,inSure DeFi
4085,insured-finance,infi,Insured Finance
4086,insurepal,ipl,InsurePal
4087,insureum,isr,Insureum
4088,insurex,ixt,iXledger
4089,integrity,grit,Integrity
4090,intelligence-quickly-chain,iqc,Intelligence Quickly Chain
4091,intelligent-eth-set-ii,inteth,Intelligent ETH Set II
4092,intelligent-investment-chain,iic,Intelligent Investment Chain
4093,intelligent-ratio-set,intratio,Intelligent Ratio Set
4094,intensecoin,lthn,Lethean
4095,intercrone,icr,InterCrone
4096,interest-bearing-bitcoin,ibbtc,Interest Bearing Bitcoin
4097,interest-bearing-eth,ibETH,Interest Bearing ETH
4098,interfinex-bills,ifex,Interfinex Bills
4099,international-cryptox,incx,International CryptoX
4100,internet-computer,icp,Internet Computer
4101,internet-exchange-token,inex,Internet Exchange Token
4102,internet-node-token,int,INTchain
4103,internet-of-people,iop,Internet of People
4104,internxt,inxt,Internxt
4105,interop,trop,Interop
4106,intervalue,inve,InterValue
4107,intexcoin,intx,INTEXCOIN
4108,intucoin,intu,INTUCoin
4109,inupad,inu,Inupad
4110,inu-token,inu,INU Token
4111,inventoryclub,vnt,InventoryClub
4112,inverse-bitcoin-volatility-index-token,ibtcv,Inverse Bitcoin Volatility Index Token
4113,inverse-ethereum-volatility-index-token,iethv,Inverse Ethereum Volatility Index Token
4114,inverse-finance,inv,Inverse Finance
4115,investcoin,invc,Investcoin
4116,investdex,invest,InvestDex
4117,investdigital,idt,InvestDigital
4118,investel,investel,Investel
4119,investin,ivn,Investin
4120,invictus-hyprion-fund,ihf,Invictus Hyperion Fund
4121,invi-token,invi,INVI Token
4122,invoice-coin,ivc,Invoice Coin
4123,invox-finance,invox,Invox Finance
4124,iocoin,ioc,I/O Coin
4125,ioex,ioex,ioeX
4126,ioi-token,ioi,IOI Token
4127,ion,ion,Ion
4128,ionchain-token,ionc,IONChain
4129,ionomy,ion,Ionomy
4130,iostoken,iost,IOST
4131,iota,miota,IOTA
4132,iot-chain,itc,IoT Chain
4133,iotex,iotx,IoTeX
4134,ipchain,ipc,IPChain
4135,ipfst,ipfst,IPFST
4136,ipse,post,IPSE
4137,ipx-token,ipx,Tachyon Protocol
4138,iq-cash,iq,IQ.cash
4139,iqeon,iqn,IQeon
4140,iqoniq,iqq,Iqoniq
4141,iridium,ird,Iridium
4142,iris-network,iris,IRISnet
4143,iron-bank-euro,ibeur,Iron Bank EURO
4144,iron-bsc,iron,Iron BSC
4145,iron-finance,ice,Iron Finance
4146,iron-stablecoin,iron,Iron
4147,iron-titanium-token,titan,IRON Titanium Token
4148,isalcoin,isal,Isalcoin
4149,isiklar-coin,isikc,Isiklar Coin
4150,island-coin,isle,Island Coin
4151,ispolink,isp,Ispolink
4152,istanbul-basaksehir-fan-token,ibfk,İstanbul Başakşehir Fan Token
4153,istardust,isdt,Istardust
4154,italian-lira,itl,Italian Lira
4155,italo,xta,Italo
4156,itam-games,itam,ITAM Games
4157,itc,itc,ITC
4158,iten,iten,ITEN
4159,iteration-syndicate,ITS,Iteration Syndicate
4160,iticoin,iti,iTicoin
4161,itrust-governance-token,itg,iTrust Governance Token
4162,iungo,ing,Iungo
4163,ivy-mining,ivy,Ivy Mining
4164,ixcoin,ixc,Ixcoin
4165,ixicash,ixi,IxiCash
4166,ixinium,xxa,Ixinium
4167,ize,ize,IZE
4168,izeroium,izer,IZEROIUM
4169,izichain,izi,IZIChain
4170,jackpool-finance,jfi,JackPool.finance
4171,jackpot,777,Jackpot
4172,jackpot-army,jackpot,Jackpot Army
4173,jack-raffle,jackr,Jack Raffle
4174,jack-token,jack,Jack Token
4175,jade-currency,jade,Jade Currency
4176,jaguarswap,jaguar,JaguarSwap
4177,jarvis,jar,Jarvis+
4178,jarvis-reward-token,jrt,Jarvis Reward Token
4179,jarvis-synthetic-british-pound,jgbp,Jarvis Synthetic British Pound
4180,jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro
4181,jarvis-synthetic-swiss-franc,jchf,Jarvis Synthetic Swiss Franc
4182,jasmycoin,jasmy,JasmyCoin
4183,javascript-token,js,JavaScript Token
4184,jboxcoin,jbx,JBOX
4185,jb-protocol,jbp,JB Protocol
4186,jd-coin,jdc,JD Coin
4187,jdi-token,jdi,JDI Token
4188,jeff-in-space,jeff,Jeff in Space
4189,jejudoge,jejudoge,Jejudoge
4190,jejudoge-bsc,jejudoge,Jejudoge BSC
4191,jem,jem,Jem
4192,jenny-metaverse-dao-token,uJENNY,Jenny Metaverse DAO Token
4193,jetcoin,jet,Jetcoin
4194,jetmint,xyz,Jetmint
4195,jetswap-token,wings,JetSwap Token
4196,jewel,jwl,Jewel
4197,jfin-coin,jfin,JFIN Coin
4198,jiaozi,jiaozi,Jiaozi
4199,jiggly-finance,jigg,Jiggly Finance
4200,jigsaw,jigsaw,Jigsaw
4201,jigstack,stak,Jigstack
4202,jinbi-token,jnb,Jinbi Token
4203,jindoge,jindoge,Jindoge
4204,jindo-inu,jind,Jindo Inu
4205,jmtime,jmt,JMTIME
4206,jntre,jntr/e,JNTR/e
4207,jobchain,job,Jobchain
4208,jobscoin,jobs,Jobscoin
4209,joint,joint,Joint Ventures
4210,jointer,jntr,Jointer
4211,jojo,jojo,JOJO
4212,jokes-meme,joke,Jokes Meme
4213,jomon-shiba,jshiba,Jomon Shiba
4214,joon,joon,JOON
4215,joorschain,jic,JoorsChain
4216,joos-protocol,joos,JOOS Protocol
4217,joulecoin,xjo,Joulecoin
4218,joys,joys,JOYS
4219,joyso,joy,JOYSO
4220,jpyc,jpyc,JPYC
4221,jpyq-stablecoin-by-q-dao-v1,jpyq,JPYQ Stablecoin by Q DAO v1.0
4222,jsb-foundation,jsb,JSB Foundation
4223,jubi-token,jt,Jubi Token
4224,juggernaut,jgn,Juggernaut
4225,juiice,jui,JUIICE
4226,julien,julien,JULIEN
4227,julswap,juld,JulSwap
4228,jumpcoin,jump,Jumpcoin
4229,junca-cash,jcc,Junca cash
4230,junsonmingchancoin,jmc,Junsonmingchancoin
4231,jupiter,jup,Jupiter
4232,jur,jur,Jur
4233,jurasaur,jrex,Jurasaur
4234,jurassic-farm,dino,Jurassic Farm
4235,just,jst,JUST
4236,justbet,winr,JustBet
4237,justliquidity-binance,julb,JustLiquidity Binance
4238,justmoney,jm,JustMoney
4239,just-network,jus,JUST NETWORK
4240,just-stablecoin,usdj,JUST Stablecoin
4241,juventus-fan-token,juv,Juventus Fan Token
4242,k21,k21,K21
4243,kaaso,kaaso,KAASO
4244,kabosu,kabosu,Kabosu
4245,kadena,kda,Kadena
4246,kai-inu,KAIINU,Kai Inu
4247,kaiken-shiba,kshib,Kaiken Shiba
4248,kala,kala,Kala
4249,kalicoin,kali,KALICOIN
4250,kalkulus,klks,Kalkulus
4251,kalmar,kalm,Kalmar
4252,kamax-vault-nftx,kamax,KAMAX Vault (NFTX)
4253,kambria,kat,Kambria
4254,kambria-yield-tuning-engine,kyte,Kambria Yield Tuning Engine
4255,kampay,kampay,Kampay
4256,kan,kan,BitKan
4257,kanadecoin,kndc,KanadeCoin
4258,kangal,kangal,Kangal
4259,kansas-city-chiefs-win-super-bowl,chiefs,Kansas City Chiefs Win Super Bowl
4260,karaganda-token,krg,Karaganda Token
4261,karbo,krb,Karbo
4262,kardiachain,kai,KardiaChain
4263,karencoin,karen,KarenCoin
4264,karma-dao,karma,Karma DAO
4265,karura,kar,Karura
4266,kashhcoin,kashh,Kashhcoin
4267,katalyo,ktlyo,Katalyo
4268,katana-finance,katana,Katana Finance
4269,kattana,ktn,Kattana
4270,kava,kava,Kava.io
4271,kawaiinu,kawaii,kawaiINU
4272,kawakami-inu,kawa,Kawakami Inu
4273,kawanggawa,kgw,KAWANGGAWA
4274,kbn,kbn,Koban
4275,kcash,kcash,Kcash
4276,kccpad,kccpad,KCCPad
4277,kdag,kdag,King DAG
4278,keanu-inu,keanu,Keanu Inu
4279,kebab-token,kebab,Kebab Token
